Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00    9248/9248        std::_Rb_tree_node<std::pair<int, int> >* std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_Alloc_node::operator()<std::pair<int, int> const&>(std::pair<int, int> const&) const [112]
                0.00    0.00    9248/4258016     std::pair<int, int> const& std::forward<std::pair<int, int> const&>(std::remove_reference<std::pair<int, int> const&>::type&) [72]
                0.00    0.00    9247/6756893     std::less<std::pair<int, int> >::operator()(std::pair<int, int> const&, std::pair<int, int> const&) const [57]
                0.00    0.00    9247/6775388     std::_Identity<std::pair<int, int> >::operator()(std::pair<int, int> const&) const [93]
                0.00    0.00    9248/433592      std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_end() [239]
                0.00    0.00    9248/862084      std::_Rb_tree_iterator<std::pair<int, int> >::_Rb_tree_iterator(std::_Rb_tree_node_base*) [219]
-----------------------------------------------
                0.00    0.00    8370/8370        cv::Point_<int>& std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::emplace_back<cv::Point_<int> >(cv::Point_<int>&&) [32]
[109]    0.0    0.00    0.00    8370         void std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_push_back_aux<cv::Point_<int> >(cv::Point_<int>&&) [109]
                0.00    0.00    8370/8370        std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::max_size() const [110]
                0.00    0.00   25110/6997300     cv::Point_<int>&& std::forward<cv::Point_<int> >(std::remove_reference<cv::Point_<int> >::type&) [55]
                0.00    0.00    8370/8370        std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::size() const [359]
                0.00    0.00    8370/8370        std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_reserve_map_at_back(unsigned long) [361]
                0.00    0.00    8370/27339       std::_Deque_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_allocate_node() [287]
                0.00    0.00    8370/8533856     operator new(unsigned long, void*) [177]
                0.00    0.00    8370/64718       std::_Deque_iterator<cv::Point_<int>, cv::Point_<int>&, cv::Point_<int>*>::_M_set_node(cv::Point_<int>**) [270]
-----------------------------------------------
                0.00    0.00    8370/8370        void std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_push_back_aux<cv::Point_<int> >(cv::Point_<int>&&) [109]
[110]    0.0    0.00    0.00    8370         std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::max_size() const [110]
                0.00    0.00    8370/8370        std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_S_max_size(std::allocator<cv::Point_<int> > const&) [111]
                0.00    0.00    8370/46316       std::_Deque_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_get_Tp_allocator() const [280]
-----------------------------------------------
                0.00    0.00    8370/8370        std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::max_size() const [110]
[111]    0.0    0.00    0.00    8370         std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_S_max_size(std::allocator<cv::Point_<int> > const&) [111]
                0.00    0.00    8370/1209132     unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [36]
-----------------------------------------------
                0.00    0.00    9248/9248        std::_Rb_tree_iterator<std::pair<int, int> > std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_insert_<std::pair<int, int> const&, std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_Alloc_node>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<int, int> const&, std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_Alloc_node&) [108]
[112]    0.0    0.00    0.00    9248         std::_Rb_tree_node<std::pair<int, int> >* std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_Alloc_node::operator()<std::pair<int, int> const&>(std::pair<int, int> const&) const [112]
                0.00    0.00    9248/9248        std::_Rb_tree_node<std::pair<int, int> >* std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_create_node<std::pair<int, int> const&>(std::pair<int, int> const&) [114]
                0.00    0.00    9248/4258016     std::pair<int, int> const& std::forward<std::pair<int, int> const&>(std::remove_reference<std::pair<int, int> const&>::type&) [72]
-----------------------------------------------
                0.00    0.00    2785/2785        SARSegmentation::extractSuperpixels() [3]
[113]    0.0    0.00    0.00    2785         SARSegmentation::calculateSuperpixelProperties(Superpixel&) [113]
                0.00    0.00    5570/97936       std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::begin() [107]
                0.00    0.00    5570/514822      std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::end() [96]
                0.00    0.00 1268438/1381664     bool __gnu_cxx::operator!=<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >(__gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > > const&, __gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > > const&) [198]
                0.00    0.00 1262868/1776796     __gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >::operator*() const [194]
                0.00    0.00 1262868/3369241     double& cv::Mat::at<double>(int, int) [188]
                0.00    0.00 1262868/1359910     __gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >::operator++() [199]
                0.00    0.00   11140/345977      std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::size() const [254]
                0.00    0.00    2785/1148149     cv::Point_<int>::Point_(int, int) [201]
-----------------------------------------------
                0.00    0.00    9248/9248        std::_Rb_tree_node<std::pair<int, int> >* std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_Alloc_node::operator()<std::pair<int, int> const&>(std::pair<int, int> const&) const [112]
[114]    0.0    0.00    0.00    9248         std::_Rb_tree_node<std::pair<int, int> >* std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_create_node<std::pair<int, int> const&>(std::pair<int, int> const&) [114]
                0.00    0.00    9248/9248        void std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_construct_node<std::pair<int, int> const&>(std::_Rb_tree_node<std::pair<int, int> >*, std::pair<int, int> const&) [115]
                0.00    0.00    9248/4258016     std::pair<int, int> const& std::forward<std::pair<int, int> const&>(std::remove_reference<std::pair<int, int> const&>::type&) [72]
                0.00    0.00    9248/9248        std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_get_node() [344]
-----------------------------------------------
                0.00    0.00    9248/9248        std::_Rb_tree_node<std::pair<int, int> >* std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_create_node<std::pair<int, int> const&>(std::pair<int, int> const&) [114]
[115]    0.0    0.00    0.00    9248         void std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_construct_node<std::pair<int, int> const&>(std::_Rb_tree_node<std::pair<int, int> >*, std::pair<int, int> const&) [115]
                0.00    0.00   27744/4258016     std::pair<int, int> const& std::forward<std::pair<int, int> const&>(std::remove_reference<std::pair<int, int> const&>::type&) [72]
                0.00    0.00   18496/8533856     operator new(unsigned long, void*) [177]
                0.00    0.00    9248/18496       std::_Rb_tree_node<std::pair<int, int> >::_M_valptr() [324]
                0.00    0.00    9248/36992       std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_get_Node_allocator() [285]
-----------------------------------------------
                0.00    0.00       1/1           SARSegmentation::buildSuperpixelGraph() [11]
[116]    0.0    0.00    0.00       1         std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::~set() [116]
                0.00    0.00       1/1           std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::~_Rb_tree() [118]
-----------------------------------------------
                                9248             std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_erase(std::_Rb_tree_node<std::pair<int, int> >*) [117]
                0.00    0.00       1/1           std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::~_Rb_tree() [118]
[117]    0.0    0.00    0.00       1+9248    std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_erase(std::_Rb_tree_node<std::pair<int, int> >*) [117]
                0.00    0.00    9248/4745759     std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_S_right(std::_Rb_tree_node_base*) [60]
                0.00    0.00    9248/1596305     std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_S_left(std::_Rb_tree_node_base*) [195]
                0.00    0.00    9248/9248        std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_drop_node(std::_Rb_tree_node<std::pair<int, int> >*) [346]
                                9248             std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_erase(std::_Rb_tree_node<std::pair<int, int> >*) [117]
-----------------------------------------------
                0.00    0.00       1/1           std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::~set() [116]
[118]    0.0    0.00    0.00       1         std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::~_Rb_tree() [118]
                0.00    0.00       1/1           std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_erase(std::_Rb_tree_node<std::pair<int, int> >*) [117]
                0.00    0.00       1/424345      std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_begin() [241]
